location,likes,text,date
"Pine Bluff, AR",22312,RT @BeySlimm: I just pray Covid-19 is over soon 😭 in Jesus name .. Amen 💕,1/17/2011
"Florida, USA",57999,RT @TrumpWarRoom: The Obama-Biden Administration reportedly gave $3.7 million to the Chinese lab in Wuhan that is the subject of the invest…,2/19/2017
"Las Vegas, NV",143161,LOVE 💜 https://t.co/nO88mJZoow,8/24/2008
"St. Simons Island, GA",33,"The LORD has made the heavens his throne; from there he rules over everything.
 
Psalm 103:19 (NLT… https://t.co/isQecKVvuN",12/23/2014
"Michigan, USA",15789,RT @royaloaktlb: I am a #MIWhitmersWomen and I have @GovWhitmer back! We will defeat #COVID19 and keep Michiganders safe. https://t.co/IZ41…,2/28/2009
"Mesquite, Texas",85886,Experts demolish studies suggesting COVID-19 is no worse than flu – Ars Technica https://t.co/f4O6mYhIqe,7/9/2008
"Stockton, CA",12683,"This week, thousands of doctors, nurses and healthcare providers are calling on Congress to prepare for the health… https://t.co/4l0HK6ByLx",5/15/2015
"California, USA",75008,"RT @greenhousenyt: Leilani Jordan, a grocery worker, died at age 27 from Covid-19. She said her store provided neither gloves, nor hand san…",6/13/2008
"Buffalo, NY",881,Addicted to #clips? Want to help out during this #pandemic? Then you should head over to C4S through the link below… https://t.co/SmM0wLWsun,8/27/2019
"Warrenton, Virginia",2093,"RT @markfinkelstein: Mika Brzezinski: Trump must have ""financial tie"" to someone that leads him to promote hydroxychloroquine.

Mika's alle…",2/26/2009
"Utah, USA",10052,"As I begin my fasting, I sincerely hope that those working to help those in need can be inspired, stay healthy, and… https://t.co/sN92PJ9YhY",10/25/2013
"North Carolina, USA",6202,"What is contact tracing? @ncdhhs Secretary Dr. Mandy Cohen explains, and shares why it's so important in the fight… https://t.co/j8ATHBsHsn",5/15/2008
"Ohio, USA",70229,"RT @AngrierWHStaff: This is what I was talking about when I said Trump knew way before January. 

This is also partly why I think I had it…",10/4/2012
"Houston, Texas",1074,"RT @ArchetypeWealth: How #Covid19 is forcing us to reset. Interview with @mikesharrow of @thec12group:
https://t.co/sGJ8un1AEa
#Vision #bus…",9/23/2011
"Texas, USA",42285,"RT @JillWineBanks: If true, this is why 45 removed the selected IG for the stimulus payments. To see if true, we need IG.
The Trump adminis…",10/2/2019
"North Carolina, USA",199356,"RT @mog7546: Leader of #NorthCarolina Protests Against Stay-at-Home Tests Positive

She refused to say whether she tested negative before r…",7/2/2013
"Silicon Valley, CA",1921,@michaeljknowles @benshapiro https://t.co/M99jia9VZ8,2/13/2010
"Kansas City, MO",10728,"RT @Pontifex: Let us #PrayTogether for government leaders, scientists and politicians who are beginning to study a way out of the pandemic,…",3/28/2009
"Washington, DC",23521,"RT @JErickson85: Stay home 🏡. Just like 108,600,000 of you did in 2016.",3/2/2010
"Manitowoc, WI",209276,"RT @TheAtlantic: ""Trump was too incurious and too paranoid to hear the warnings."" @GrahamDavidA lists all the times the president was told…",11/16/2011
"Elk Grove, CA",23,Shine like the 🌟 you are! Never conform to the norm!🧁 Btw...baking is not cancelled! Let us help you indulge in you… https://t.co/OXXUJgsFUR,4/1/2019
"Texas, USA",172488,"RT @DonnaKappler: @LinkedHD @LindseyGrahamSC @lisamurkowski @SenatorCollins 
@HawleyMO @RoyBlunt @tedcruz @marcorubio 
@LtGovTX @realDonald…",1/24/2017
"New York, NY",22467,"RT @bencasselman: 6.6 million people filed for unemployment benefits last week. The three-week toll now stands at 16.6 million, a truly sho…",10/20/2011
"Oakland County, MI",2511,A conversation with Michigan House Minority Leader  @Christine Greig for State Rep about #Michigan Democrats' actio… https://t.co/7DOYzi9GrS,5/7/2009
"Chicago, IL",66760,RT @AOC: Maybe we should pay people more,9/25/2010
"Seattle, WA",8986,"RT @_cingraham: New paper: ""Viewership of Hannity relative to Tucker Carlson Tonight is strongly associated with a greater number of COVID-…",4/4/2009
"Fort Lauderdale, FL",84395,"RT @VinSchiraldi: Not enough being done to #SendOurKidsHome from juvie, but this gives you a menu of what some jurisdictions are doing (and…",8/8/2015
"Tacoma, WA",284012,"RT @TheRickWilson: A reminder that this means higher energy costs for already strapped American families. 

But you knew that.",3/28/2012
"CA, NY, FL, AZ, and the world",15,RT @MichaelGRubin: and plan to make one million masks and gowns then immediately donate and distribute them to hospitals and emergency mana…,2/22/2012
"Huntington/Charleston, WV",3340,Bleak figures from China and US show economic hit from virus https://t.co/vCCQQRI7Fd,3/22/2009
"Buckeye, AZ",5885,RT @JuddPDeere45: .@realDonaldTrump and @senatemajldr are fighting to help small businesses across this country. #COVID19 #AmericaWorksToge…,8/10/2014
"Westmont, IL",14,"RT @Yanky_Pollak: We are in middle of a pandemic and the @BlocQuebecois is busy about the language on PPE packaging??????

#polmtl #polqc #…",3/19/2020
"Babylon,USA",49056,"RT @IUICSEATTLE: Tune in TODAY @6pm CST where we Reveal Reality to our people, Precept Upon Precept. This week’s topic is Overt Racism: sho…",4/13/2016
"Palm Springs, CA",98292,RT @DrEricDing: Part 2 of that epic video. Man. Love this guy. #COVID19 https://t.co/CvIaukdxNW,3/26/2013
"Los Angeles, CA",230640,"RT @SethAbramson: These ""reopenings"" are a mistake all of America will pay for. None of them have been preceded by the 14 days of declines…",3/23/2009
"Close to San Antonio, Texas",29078,Yes! https://t.co/Vv4HskF28J,2/18/2007
"salina, kansas",980,"RT @BMWMotorsport: 1/2

Many fans of cars and racing long for the opportunity to drive a race car on world-famous race tracks themselves. A…",12/12/2008
"Pennsylvania, USA",45956,@RepBrianFitz @realDonaldTrump @SenatorCollins @SenRickScott @SenToomey @senatemajldr @VP what a leader ! https://t.co/v7OZGp1HAV,8/6/2019
"Kentucky, USA",16210,"RT @DonaldJTrumpJr: Huh, no shit? You mean if they would have been honest the rest of the world wouldn’t be suffering as badly?",5/21/2009
"Palm Valley, FL",145005,"RT @NorbertElekes: Coronavirus update, U.S.

- 30,706 new cases in last 24 hours
- 398,785 cases in total
- 22,083 recovered
- 12,893 death…",6/11/2018
"Walnut Creek, CA",16120,I was hoping natural disasters would hold off until the pandemic eased. My heart goes out to those facing this comb… https://t.co/qoXLGvcUuX,5/9/2010
"Memphis, TN",54322,RT @RealJamesWoods: Allen and I were friends from our earliest days as actors. We finally got to do some great work together in Citizen Coh…,11/8/2009
"Kokomo, IN",235863,RT @RawStory: Trump has proven he ‘can’t be useful’ during pandemic — and is now ‘irrelevant’: national security expert https://t.co/icdnO7…,8/18/2014
"Georgia, USA",396431,RT @candies2639: https://t.co/dgBkMJspGu. Seriously?😳😷,1/14/2017
"Boston,USA",3551,@JamesMSama Guarantee these ppl are not aware of how serious this all is. Well...this is one way to control the pet… https://t.co/3xnmXljWF2,9/19/2011
"St. Paul, MN",36000,"RT @marklevinshow: Sooner the better!
https://t.co/U3nxfOHlii",4/20/2009
"Nashville, TN",31155,"Good morning!

Serious question:  have health experts considered the eminent MOSQUITO SEASON and the spread of COVI… https://t.co/eO1cSBug0V",9/27/2013
"Portland, OR",16526,"RT @cmclymer: Friends in Georgia: I am urging you to stay home as much as possible, regardless of what your governor says. This is a recipe…",12/11/2007
"Florida, USA",9845,"RT @AbraarKaran: I’m a doctor in the emergency room seeing #covid19 patients. 

It’s definitely not.",9/3/2011
"Charleston, SC",485649,"RT @sahilkapur: Even if the administration doesn't reopen the ACA for special enrollment during the coronavirus crisis, losing your job-bas…",6/15/2015
"Virginia, USA",15801,#coronavirus (as of last evening) https://t.co/PmoLHSTAkm,5/28/2017
"Barricade, UT",46845,I love all these car commercials that’re essentially COVID-19 sales,7/13/2008
"New York, NY",185129,"RT @AmerIndependent: Fact-checking Trump on coronavirus: No, the US doesn't have the 'best testing'

by @CahnEmily https://t.co/86FIYPVCUi",12/4/2018
"Salt Lake City, UT",27206,"RT @JordanUhl: Wait a second, so you're telling me the government can just pay hospitals directly for medical care? And that health insuran…",6/18/2010
"Mount Laurel, New Jersey",187336,"RT @tack_sharp: Harvard, with a $40 Billion endowment, will receive $8.7 million in federal aid for coronavirus relief https://t.co/SRsBM2v…",10/1/2010
"Edmond, OK",122440,RT @rfbo: We are so appreciative of the help we have received from the @OKGuard. Thank you!,7/30/2016
"Donnellson,IA",39395,"RT @AmandiOnAir: The @GOP senator who said this, @SenRickScott, is the individual who oversaw the largest Medicare fraud in the history of…",2/3/2013
"Woburn, MA",2895,Unfortunately the only just reward for that sociopathic misogynist in the WH would be for him and his family to be… https://t.co/nGZxAnABet,10/27/2012
"Mount Joy, PA",10228,"RT @charliekirk11: Nancy Pelosi is launching a committee to investigate Trump’s response to the China Virus

So where are investigations in…",6/24/2015
"Federal Way, WA",4213,"@GovInslee did #seattle #reopen? Lots of #traffic out today while trying to go to #work. 
#EssentialWorkers… https://t.co/KqQhYCsAZX",7/2/2009
"New York, MA",962482,"RT @JohnMTalmadgeMD: #Presidementia #TrumpLies Key Facts Not Explained In White House COVID-19 Projections : Shots - Health News 

https://…",12/17/2008
"Chesapeake, VA",38353,"As soon as this quarantine/lock down is lifted, EVERYONE is gonna go out all at once and everyone is gonna get sick",2/29/2012
"Northampton, MA and Washington",6961,"JUNE 2018: #NetNeutrality repeal takes effect. 

AUG 2018: Verizon throttles firefighters’ data during CA wildfires… https://t.co/pZ2zvogaYC",4/3/2008
"Irvine, CA",26800,RT @sanholobeats: when corona ends im gonna hug the shit out of you,12/25/2012
"Westmoreland County,  PA",2203,I just called my member of Congress to demand they include the rules and resources states need to keep every voter… https://t.co/Lv46k8kfFd,5/8/2013
"Bloomington, IN",102255,"RT @StevenPeterson8: Side effects of our response to coronavirus. Stay at home works, but there are costs.",6/21/2011
"1-203-446-3669 * CT, USA",5078,US could see a higher summer death toll; CDC warns of a possibly worse coronavirus outbreak in winter https://t.co/nBt9Cke1Z2 via @WFSBnews,3/18/2011
"New York, USA",5021,فى اغانى كتير اوى شبه دى مش واخدة حقها😕 https://t.co/5xPiI4jmn3,1/11/2015
"New York, NY",428504,"RT @BBCWorld: World celebrates #GoodFriday despite lockdown 

https://t.co/TV5moE9MkI",6/27/2017
"Weld County, Colorado",39976,"RT @QuinceMountain: Wait, how is the US postal service LESS valuable now? We're bailing out the cruise industry but not the people/org keep…",6/19/2009
"Rawlins, Wyoming",217126,RT @PolitiFact: There is no evidence that treating COVID-19 patients with disinfectants or sunlight could kill the coronavirus. Experts say…,1/15/2010
"Washington, DC",175578,RT @kereno_o: My aunt said they’re closing down churches because they know the cure for COVID-19 is prayer. When I asked her why she couldn…,1/18/2009
"Bath, OH",10622,"The guy just can't tell the truth
https://t.co/fyKxyxoZyH",10/1/2012
"Kentucky, USA",316129,"RT @DrDenaGrayson: Womp, womp. A day after suggesting the use of disinfectants to treat #COVID19, @realDonaldTrump shouted at Brad Parscale…",2/7/2010
"Florida, USA",135,RT @AnnaApp91838450: HUGE EXCLUSIVE: Chinese Doctor Shi Zhengli Ran Coronavirus Research in Wuhan After US Project Was Shut Down by DHS in…,9/9/2009
"Las Vegas, NV",67973,RT @Bettyan66167775: How The Coronavirus Is Already Repricing The World https://t.co/wjnu8VHNFi,6/17/2011
"Texas, USA",34597,"RT @stclairashley: I don’t know who needs to hear this, but this is unconstitutional.",5/24/2019
"Chicago, IL",5107,RT @___pasdesoucis: me running through the church after Corona leave 😂😂😂 https://t.co/3BiO1OmwKo,5/25/2016
"San Marcos, TX",6293,oh my FUCKING god wearing a mask isn’t a choice as long as the cdc requires it shut the fuck up https://t.co/mGUt4nWDtT,1/18/2019
"Atlanta, GA",2385,"RT @GavinNewsom: Can’t stress this enough --

Physical distancing is working. CA is flattening the curve.

BUT we can only continue that pr…",7/4/2017
"Sandusky, MI",2460,@educationweek I believe he did leave the choice up to the governors but I also hope to see the economy and schools… https://t.co/i4rcvKzymh,3/9/2020
"Rochester, NY",20771,"RT @whec_bdavidsen: This is encouraging.
https://t.co/VamXCEB6kT",5/13/2008
"New York, NY",24,Mask up fam https://t.co/NytORIfPRz,1/31/2017
"Fort Lauderdale, FL",5563,"@smolmoneysalvia @StevenUnderhill @boy____troy Yeah, it looks like the event Beef Dip that happened in 2019. Just w… https://t.co/l9iJuPS5ux",7/5/2009
"Texas, USA",243902,RT @icurthinking: Trump's supporters will follow him to their graves while rabidly defending his ridiculous statements and actions all the…,8/25/2008
"Los Angeles, CA",46896,Louisiana pastor grilled on CNN for plan to pack 27 buses full of worshipers and haul them to church during COVID-1… https://t.co/Ry9qpEEQ1M,9/5/2011
"Fort Worth, TX",218341,"RT @AOC: This week alone, New York has lost more people than we did on 9/11.

I’ve been on the phone all week with sobbing nurses, health a…",2/7/2015
"Oklahoma City, OK",16745,RT @Daniel_Lewis3: Here is Dr. Birx's reaction when President Trump asks his science advisor to study using UV light on the human body and…,8/27/2011
"Bariatu, Ranchi, Jharkhand,IND",3,https://t.co/6lsHREeBAH,4/2/2019
"San Ramon, CA",180,"RT @RBReich: 1) It's a ""hoax.""

2) It's the flu.

3) It's contained.

4) It's Obama's fault.

5) 200,000 Americans could die.

6) 100,000 A…",6/13/2010
"Anywhere, Florida",253610,"RT @RepKatiePorter: Kudos to my colleague @RepMarkTakano for leading the way in making sure we have bipartisan, public meetings as we work…",5/31/2009
"Ohio, USA",10592,"RT @w_terrence: I CANT STOP LAUGHING!

What kind of CoronaVirus questions are these lol https://t.co/Hccyf8SfOg",9/24/2016
"Gates, NY",3075,"RT @atensnut: Beginning in March, thousands died from other causes.......but COVID-19 was listed as cause of death.  Why?  Fed govt. will p…",11/2/2008
"Bay Area - San Francisco, CA",12760,RT @MeredithIreland: Being an introvert who wants to stay home vs being an introvert who HAS TO stay home https://t.co/rvb5fvyIK0,5/1/2009
"Oregon, USA",173936,"RT @dcexaminer: .@FLOTUS sent care packages to hospitals in 10 states that are dealing with the coronavirus pandemic.

They are geared towa…",7/29/2015
"Kapolei, HI",109506,"RT @TrumpWarRoom: Daniel Dae Kim Claims Hydroxychloroquine Was ‘Critical’ In His Coronavirus Recovery
https://t.co/bf2GtCsgtY",4/18/2018
"Appleton, Wisconsin",12954,"RT @secupp: Anderson Cooper just tried to show Las Vegas Mayor Carolyn Goodman, who wants to reopen casinos, a graphic depicting the spread…",5/10/2014
"North Carolina, USA",46983,RT @Cityboyjmack: Corona virus ain’t stopping nun when el breezo come home we throwing a big ass RGG party,2/14/2018
"Middleton, WI",16400,"RT @PSYCH_HYPE: The guy invented an expert for his books. Complete with a professional backstory and all.

It’s like creating a D&amp;D charact…",8/18/2016
"San Jose, CA",6226,RT @AP_Noticias: Cientos de habitantes de Galápagos no pueden volver a casa por restricciones por coronavirus https://t.co/UpsvzCuYIU,6/8/2017
"Tennessee, USA",31176,"This is the truth. My ol
 mom in the nursing home. She is on deathbed forever. ""She died of corona""   Like hell she… https://t.co/9K4Ei9QD02",11/5/2015
